Result_Id,Correct_File,Guessed_File,Filename_Match,Correct_Pages,Guessed_Page,Page_Match,Distance,Text_Match_Start_Percent,Match_Length_Start,Text_Match_End_Percent,Match_Length_End,No_match,Match_Threshold,Difficulty,Category,Question,Expected_answer,Returned_Chunk,Chunk_Id,Start_Match_String,End_Match_String,LLM_ANS
RN023R2,2023_24_ubu6_20231211104325_publicering,bygga_bedoma_betygsatta_bättre_elevernas_kunskap,False,[29],259,False,0.2876219153404236,0.0,0,0.0,0,True,False,Easy,Education,Vad var syftet med Läromedelsutredningen som tillsattes 2019?,Den socialdemokratiskt ledda regeringen tillsatte 2019 en utredning med uppdrag att bl.a. föreslå hur statens roll bör se ut när det gäller läromedel i svensk skola,"6.5    Problemen med kursutformningen och
        kursbetygen kvarstår även efter Gy 11

Som framgår ovan var ett av syftena med Gy 11-reformen en ökad
tydlighet och helhet i utbildningen med mer nationellt styrda utbild-
ningsvägar och en sammanhängande styrkedja bestående av läroplan,


44 Prop. 2008/09:199.
45 Dir. 2015:31.
46 Dir. 2015:141.




                                                                 259",bygga_bedoma_betygsatta_bättre_elevernas_kunskap.pdf_chunk1704,,,No LLM answer
RN023R3,2023_24_ubu6_20231211104325_publicering,rapport-2024.1-lagvardeinsatser-inom-primarvarden-i-region-stockholm_tga,False,[29],6,False,0.2971782684326172,0.0,0,0.0,0,True,False,Easy,Education,Vad var syftet med Läromedelsutredningen som tillsattes 2019?,Den socialdemokratiskt ledda regeringen tillsatte 2019 en utredning med uppdrag att bl.a. föreslå hur statens roll bör se ut när det gäller läromedel i svensk skola,"Slutligen innebär lågvärdeinsatser att resurser läggs på insatser som inte är till nytta för
patienterna eller befolkningen. Dessa resurser skulle i stället kunna användas till
evidensbaserade insatser.
En utmaning är att en insats kan vara av lågt värde för vissa patientgrupper och
indikationer medan de är effektiva för andra. Behandling med antibiotika, till exempel,",rapport-2024.1-lagvardeinsatser-inom-primarvarden-i-region-stockholm_tga.pdf_chunk44,,,No LLM answer
RN023R4,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[29],20,False,0.2982129454612732,0.0,0,0.0,0,True,False,Easy,Education,Vad var syftet med Läromedelsutredningen som tillsattes 2019?,Den socialdemokratiskt ledda regeringen tillsatte 2019 en utredning med uppdrag att bl.a. föreslå hur statens roll bör se ut när det gäller läromedel i svensk skola,"lagtexten räcker med vad som föreslagits i propositionen, dvs. att läromedlet
                   ska vara avsett  att användas  i undervisningen och överensstämma med
                    relevanta delar av tillämplig kurs-, ämnes- eller ämnesområdesplan och med
                    läroplanen. För att läromedlen ska bli ändamålsenliga och intressanta för
                   skolorna att köpa in kommer det alltså, anför regeringen, att vara viktigt för",2023_24_UbU6_20231211104325_Publicering.pdf_chunk166,,,No LLM answer
RN023R5,2023_24_ubu6_20231211104325_publicering,adhd-diagnos_i_varukorgen,False,[29],5,False,0.30670106410980225,2.4390243902439024,4,0.0,0,False,False,Easy,Education,Vad var syftet med Läromedelsutredningen som tillsattes 2019?,Den socialdemokratiskt ledda regeringen tillsatte 2019 en utredning med uppdrag att bl.a. föreslå hur statens roll bör se ut när det gäller läromedel i svensk skola,"patientavgifter. Denna lösning är därmed inte ekonomiskt möjlig för alla. Privatisering av vård
är idag vanligt inom flera sektorer, så även inom psykiatrin. Men hur väl kan ett vinstdrivet
vårdföretag möta samhällsmedlemmars vårdbehov? Den allmänna vården prioriterar de som",ADHD-DIAGNOS_I_VARUKORGEN.pdf_chunk67,den ,,No LLM answer
RN024R1,2023_24_ubu6_20231211104325_publicering,på samma klot,False,[29],304,False,0.2928052544593811,0.0,0,0.0,0,True,False,Easy,Education,Vad anser undertecknarna är angeläget att regeringen fortsätter med?,Vi anser att det är angeläget att regeringen fortsätter arbetet för att säkerställa en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor,"I det följande undersöks hur de svenska lantbruksförfattarna tog sig an
problematiken med växtidentifikation. Ett annat tecken på översättningens
svårigheter är emellertid att de växtnamn de använder inte alltid överens-
stämmer med nutida bruk, och därför kan vara svåridentifierade för dagens
uttolkare. För undersökningens vidkommande är identifikation med dagens",På samma klot.pdf_chunk2588,,,No LLM answer
RN024R2,2023_24_ubu6_20231211104325_publicering,reuppsysjugravida,False,[29],29,False,0.29394030570983887,0.0,0,0.0,0,True,False,Easy,Education,Vad anser undertecknarna är angeläget att regeringen fortsätter med?,Vi anser att det är angeläget att regeringen fortsätter arbetet för att säkerställa en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor,informerad om medicineringen i samband med undersökning av den nyfödda.,REUPPSYSJUGRAVIDA.pdf_chunk322,,,No LLM answer
RN024R3,2023_24_ubu6_20231211104325_publicering,bygga_bedoma_betygsatta_bättre_elevernas_kunskap,False,[29],282,False,0.30013197660446167,0.0,0,0.0,0,True,False,Easy,Education,Vad anser undertecknarna är angeläget att regeringen fortsätter med?,Vi anser att det är angeläget att regeringen fortsätter arbetet för att säkerställa en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor,vad man kunde räkna med att uppnå under gymnasieutbildningen.,bygga_bedoma_betygsatta_bättre_elevernas_kunskap.pdf_chunk1851,,,No LLM answer
RN024R4,2023_24_ubu6_20231211104325_publicering,fulltext01 (4),False,[29],116,False,0.30319666862487793,0.0,0,0.0,0,True,False,Easy,Education,Vad anser undertecknarna är angeläget att regeringen fortsätter med?,Vi anser att det är angeläget att regeringen fortsätter arbetet för att säkerställa en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor,"tillsammans med  frånvaron  av  algebra,  utgör  ett  av  räknekonstens
kännetecken. Räknelärornas uppställningar är uteslutande praktiska, det görs i
dem ingen skillnad mellan  sättet  att utföra beräkningarna och  sättet  att
representera dem.",FULLTEXT01 (4).pdf_chunk1117,,,No LLM answer
RN024R5,2023_24_ubu6_20231211104325_publicering,tmptmprfscxr,False,[29],1,False,0.3042323589324951,0.0,0,0.0,0,True,False,Easy,Education,Vad anser undertecknarna är angeläget att regeringen fortsätter med?,Vi anser att det är angeläget att regeringen fortsätter arbetet för att säkerställa en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor,"till att belysa frågeställningen; vad är försäkring, egentligen?",tmptmprfscxr.pdf_chunk5,,,No LLM answer
RN025R1,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],9,False,0.2543657422065735,0.0,0,0.0,0,True,False,Easy,Education,Vad föreslår regeringen att skollagen ska kompletteras med?,"I propositionen föreslår regeringen att skollagen ska kompletteras med definitioner av begreppen lärobok, läromedel och lärverktyg","Ikraftträdande
Regeringen föreslår att lagändringarna ska träda i kraft den 1 juli 2024.


Skälen för regeringens förslag",2023_24_UbU6_20231211104325_Publicering.pdf_chunk64,,,No LLM answer
RN025R2,2023_24_ubu6_20231211104325_publicering,bygga_bedoma_betygsatta_bättre_elevernas_kunskap,False,[17],650,False,0.2650603652000427,0.0,0,0.0,0,True,False,Easy,Education,Vad föreslår regeringen att skollagen ska kompletteras med?,"I propositionen föreslår regeringen att skollagen ska kompletteras med definitioner av begreppen lärobok, läromedel och lärverktyg","Paragrafen reglerar kraven för vad som ska ingå i en yrkesexamen.
             Första stycket ändras i enlighet med att kurser tas bort. Eftersom
            ett ämne läses i nivåer med start på den första nivån är det tillräckligt
            att ange ämnena med omfattning i form av gymnasiepoäng.
           Andra stycket ändras genom att upplysningsbestämmelsen ändras",bygga_bedoma_betygsatta_bättre_elevernas_kunskap.pdf_chunk4405,,,No LLM answer
RN025R3,2023_24_ubu6_20231211104325_publicering,bygga_bedoma_betygsatta_bättre_elevernas_kunskap,False,[17],650,False,0.26632142066955566,0.0,0,0.0,0,True,False,Easy,Education,Vad föreslår regeringen att skollagen ska kompletteras med?,"I propositionen föreslår regeringen att skollagen ska kompletteras med definitioner av begreppen lärobok, läromedel och lärverktyg","Paragrafen reglerar kraven för vad som ska ingå  i en högskole-
          förberedande examen.
             Första stycket ändras i enlighet med att kurser tas bort. Eftersom
            ett ämne läses i nivåer med start på den första nivån är det tillräckligt
            att ange ämnena med omfattning i form av gymnasiepoäng.
            Upplysningsbestämmelsen i tredje stycket ändras i enlighet med",bygga_bedoma_betygsatta_bättre_elevernas_kunskap.pdf_chunk4408,,,No LLM answer
RN025R4,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],28,False,0.267137348651886,0.0,0,8.461538461538462,11,False,False,Easy,Education,Vad föreslår regeringen att skollagen ska kompletteras med?,"I propositionen föreslår regeringen att skollagen ska kompletteras med definitioner av begreppen lärobok, läromedel och lärverktyg","en skarpare reglering så att inte kostnader vältras över på de studerande. Jag
                    anser därför att regeringen bör återkomma med ett lagförslag som innebär att
                    elever inom den kommunala vuxenutbildningen enbart ska förväntas hålla sig
               med enstaka egna lärverktyg.
                     Regeringen bör vidta åtgärder enligt vad som anförts ovan. 28",2023_24_UbU6_20231211104325_Publicering.pdf_chunk235,, lärverktyg,No LLM answer
RN025R5,2023_24_ubu6_20231211104325_publicering,tmptmprfscxr,False,[17],8,False,0.26964855194091797,0.0,0,0.0,0,True,False,Easy,Education,Vad föreslår regeringen att skollagen ska kompletteras med?,"I propositionen föreslår regeringen att skollagen ska kompletteras med definitioner av begreppen lärobok, läromedel och lärverktyg","5.2 VAD ÄR SKADEFÖRSÄKRING?
Med skadeförsäkring avses försäkring mot ekonomisk förlust genom sakskada,
ersättningsskyldighet eller ren förmögenhetsskada  i övrigt som tecknas hos
ett försäkringsbolag (1 kap. 1 § FAL). Vad som avses med sakskada och ren",tmptmprfscxr.pdf_chunk74,,,No LLM answer
RN026R1,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],16,False,0.22613155841827393,0.0,0,0.0,0,True,False,Easy,Education,"Vilka skolformer omfattas av kravet att elever ska ha tillgång till läroböcker, läromedel och lärverktyg?","Sammantaget föreslår regeringen att det i skollagen ska anges att elever i förskoleklassen, grundskolan, anpassade grundskolan, specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan ska ha tillgång till läroböcker, andra läromedel och andra lärverktyg som behövs för en god kunskapsutveckling i enlighet med utbildningens mål","om  att Utredningen om stärkta skolbibliotek och läromedels förslag om
                    förtydligande i skollagens bestämmelser om elevernas tillgång till böcker och
                    lärverktyg ska förverkligas (yrkande 31.1). Motionärerna anser att detta är
                      viktigt för att säkerställa en god och likvärdig tillgång till läromedel av hög
                      kvalitet på alla skolor.",2023_24_UbU6_20231211104325_Publicering.pdf_chunk133,,,No LLM answer
RN026R2,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],21,False,0.24138158559799194,0.0,0,0.0,0,True,False,Easy,Education,"Vilka skolformer omfattas av kravet att elever ska ha tillgång till läroböcker, läromedel och lärverktyg?","Sammantaget föreslår regeringen att det i skollagen ska anges att elever i förskoleklassen, grundskolan, anpassade grundskolan, specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan ska ha tillgång till läroböcker, andra läromedel och andra lärverktyg som behövs för en god kunskapsutveckling i enlighet med utbildningens mål","av tillämplig kurs-, ämnes- eller ämnesområdesplan och läroplanen. För att
läromedel ska hålla hög kvalitet, vara ändamålsenliga och anpassade för olika
elever och kvalitetssäkrade gäller som ytterligare krav för att ett tryckt eller
digitalt verk ska betraktas som ett läromedel att det ska vara utgivet av någon",2023_24_UbU6_20231211104325_Publicering.pdf_chunk176,,,No LLM answer
RN026R3,2023_24_ubu6_20231211104325_publicering,fulltext01 (4),False,[17],212,False,0.24279606342315674,0.0,0,0.0,0,True,False,Easy,Education,"Vilka skolformer omfattas av kravet att elever ska ha tillgång till läroböcker, läromedel och lärverktyg?","Sammantaget föreslår regeringen att det i skollagen ska anges att elever i förskoleklassen, grundskolan, anpassade grundskolan, specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan ska ha tillgång till läroböcker, andra läromedel och andra lärverktyg som behövs för en god kunskapsutveckling i enlighet med utbildningens mål","SKOLANS MATEMATIK ett  slags  bränsle  vilket  sögs  in   i  läroböckerna  och  därmed  också   i
klassrummen och eleverna.
  Zweigbergk var  i detta avseende räknelärorna relativt trogen. Man kan
följa en tämligen kontinuerlig utveckling från Agrelius, via Beckmarck och
Forssell, till Zweigbergk där tillämpningarna av Regula de Tri får en allt mer",FULLTEXT01 (4).pdf_chunk1974,,,No LLM answer
RN026R4,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],16,False,0.24587666988372803,0.0,0,0.0,0,True,False,Easy,Education,"Vilka skolformer omfattas av kravet att elever ska ha tillgång till läroböcker, läromedel och lärverktyg?","Sammantaget föreslår regeringen att det i skollagen ska anges att elever i förskoleklassen, grundskolan, anpassade grundskolan, specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan ska ha tillgång till läroböcker, andra läromedel och andra lärverktyg som behövs för en god kunskapsutveckling i enlighet med utbildningens mål","att elever ska ha tillgång till tryckta läromedel som följer kursplanen blir det
                 ännu viktigare att säkerställa att sådana läromedel finns.",2023_24_UbU6_20231211104325_Publicering.pdf_chunk130,,,No LLM answer
RN026R5,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],17,True,0.24729406833648682,0.0,0,0.0,0,True,False,Easy,Education,"Vilka skolformer omfattas av kravet att elever ska ha tillgång till läroböcker, läromedel och lärverktyg?","Sammantaget föreslår regeringen att det i skollagen ska anges att elever i förskoleklassen, grundskolan, anpassade grundskolan, specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan ska ha tillgång till läroböcker, andra läromedel och andra lärverktyg som behövs för en god kunskapsutveckling i enlighet med utbildningens mål","till läromedel. Det ska dessutom framgå av skollagen att elever också ska ha
tillgång till läroböcker. Som tidigare ska det anges i de olika skolformskapitlen
som   avser   förskoleklassen,   grundskolan,   anpassade   grundskolan,
specialskolan, sameskolan, gymnasieskolan och anpassade gymnasieskolan
att elever ska ha tillgång till andra lärverktyg.",2023_24_UbU6_20231211104325_Publicering.pdf_chunk139,,,No LLM answer
RN027R1,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],"19,20",False,0.31914210319519043,4.3624161073825505,13,1.6778523489932886,5,False,False,Easy,Education,Vad är läromedlens främsta funktion enligt regeringen?,"Regeringen anför att därigenom betonas att lärverktygens främsta funktion är att stärka elevers kunskapsutveckling och vikten av att läromedel och övriga lärverktyg förhåller sig till aktuell kurs-, ämnes- eller ämnesområdesplan, läroplanen och till bestämmelser om mål för utbildningen i skollagen","Regeringen  anser   att  det  är  centralt   att  läromedelsförlagen  och
läromedelsproducenterna  har  kvalitetssäkringsrutiner  när  de  tar  fram
läromedel. Utredningen om stärkta skolbibliotek och läromedels förslag om 19 2023/24:UbU6         UTSKOTTETS ÖVERVÄGANDEN",2023_24_UbU6_20231211104325_Publicering.pdf_chunk162,regeringen an,lagen,No LLM answer
RN027R2,2023_24_ubu6_20231211104325_publicering,tmptmprfscxr,False,[17],1,False,0.3586788773536682,0.0,0,0.0,0,True,False,Easy,Education,Vad är läromedlens främsta funktion enligt regeringen?,"Regeringen anför att därigenom betonas att lärverktygens främsta funktion är att stärka elevers kunskapsutveckling och vikten av att läromedel och övriga lärverktyg förhåller sig till aktuell kurs-, ämnes- eller ämnesområdesplan, läroplanen och till bestämmelser om mål för utbildningen i skollagen","till att belysa frågeställningen; vad är försäkring, egentligen?",tmptmprfscxr.pdf_chunk5,,,No LLM answer
RN027R3,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],19,False,0.3595886826515198,0.0,0,1.342281879194631,4,False,False,Easy,Education,Vad är läromedlens främsta funktion enligt regeringen?,"Regeringen anför att därigenom betonas att lärverktygens främsta funktion är att stärka elevers kunskapsutveckling och vikten av att läromedel och övriga lärverktyg förhåller sig till aktuell kurs-, ämnes- eller ämnesområdesplan, läroplanen och till bestämmelser om mål för utbildningen i skollagen","ta fram läromedel är ett tidskrävande och komplext arbete. Noggrannhet i alla
led under både framtagande och kvalitetssäkring är avgörande för läromedlets
tillförlitlighet. De flesta läromedelsförlag som i dag tar fram läromedel är
anslutna till Läromedelsföretagen, som har en kvalitetspolicy för läromedel.",2023_24_UbU6_20231211104325_Publicering.pdf_chunk161,,agen,No LLM answer
RN027R4,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],23,False,0.35977810621261597,2.684563758389262,8,0.0,0,False,False,Easy,Education,Vad är läromedlens främsta funktion enligt regeringen?,"Regeringen anför att därigenom betonas att lärverktygens främsta funktion är att stärka elevers kunskapsutveckling och vikten av att läromedel och övriga lärverktyg förhåller sig till aktuell kurs-, ämnes- eller ämnesområdesplan, läroplanen och till bestämmelser om mål för utbildningen i skollagen","läromedel, fortfarande inom Regeringskansliet.",2023_24_UbU6_20231211104325_Publicering.pdf_chunk194,regering,,No LLM answer
RN027R5,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[17],26,False,0.364627480506897,3.6912751677852347,11,0.0,0,False,False,Easy,Education,Vad är läromedlens främsta funktion enligt regeringen?,"Regeringen anför att därigenom betonas att lärverktygens främsta funktion är att stärka elevers kunskapsutveckling och vikten av att läromedel och övriga lärverktyg förhåller sig till aktuell kurs-, ämnes- eller ämnesområdesplan, läroplanen och till bestämmelser om mål för utbildningen i skollagen","slutbetänkande Läromedelsutredningen – böckernas betydelse och elevernas
                      tillgång till kunskap (SOU 2021:70) att regeringen eller den myndighet som
                   regeringen bestämmer ska  få  fastställa  kvalitetskriterier  för  läromedel.
                  Regeringen har dock valt att inte gå vidare med förslaget.
                     Jag instämmer  i de remissvar som kommit från  bl.a. Jämställdhets-",2023_24_UbU6_20231211104325_Publicering.pdf_chunk212,regeringen ,,No LLM answer
RN028R1,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[16],16,True,0.22777128219604492,14.207650273224044,26,2.73224043715847,5,False,False,Easy,Education,Vad vill motionärerna bakom kommittémotion 2023/24:2755 att regeringen ska göra?,I kommittémotion 2023/24:2755 yrkande 3 föreslår Åsa Westlund m.fl. (S) ett tillkännagivande till regeringen om att stärka tillgången av läromedel inom den kommunala vuxenutbildningen,"kunskapsutveckling.
                             I kommittémotion 2023/24:2687 yrkande 29 föreslår Åsa Westlund m.fl.
                     (S) ett tillkännagivande till regeringen om att lämna förslag för att säkerställa
                  en god och likvärdig tillgång till läromedel av hög kvalitet på alla skolor. I
               samma motion föreslår motionärerna även ett tillkännagivande till regeringen",2023_24_UbU6_20231211104325_Publicering.pdf_chunk132,i kommittémotion 2023/24:2,ingen,No LLM answer
RN028R2,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[16],19,False,0.23472565412521362,15.300546448087431,28,2.73224043715847,5,False,False,Easy,Education,Vad vill motionärerna bakom kommittémotion 2023/24:2755 att regeringen ska göra?,I kommittémotion 2023/24:2755 yrkande 3 föreslår Åsa Westlund m.fl. (S) ett tillkännagivande till regeringen om att stärka tillgången av läromedel inom den kommunala vuxenutbildningen,"Följdmotionen
I kommittémotion 2023/24:2753 yrkande 1 föreslår Daniel Riazat m.fl. (V) ett
tillkännagivande om att regeringen bör ge Skolverket i uppdrag att utreda en
kvalitetsmärkning av läromedel som är utformad i enlighet med läroplanernas
värdegrund. Motionärerna anser att en kvalitetsmärkning skulle underlätta för",2023_24_UbU6_20231211104325_Publicering.pdf_chunk155,i kommittémotion 2023/24:275,ingen,No LLM answer
RN028R3,2023_24_ubu6_20231211104325_publicering,2023_24_ubu6_20231211104325_publicering,True,[16],16,True,0.24727481603622437,15.300546448087431,28,2.73224043715847,5,False,False,Easy,Education,Vad vill motionärerna bakom kommittémotion 2023/24:2755 att regeringen ska göra?,I kommittémotion 2023/24:2755 yrkande 3 föreslår Åsa Westlund m.fl. (S) ett tillkännagivande till regeringen om att stärka tillgången av läromedel inom den kommunala vuxenutbildningen,"försummats av regeringen i propositionen.
                             I kommittémotion 2023/24:2753 yrkande 2 föreslår Daniel Riazat m.fl. (V)
                         ett  tillkännagivande om  att  regeringen  bör  tillsätta en  utredning som
                   undersöker  att det finns relevanta tryckta läromedel som följer ämnenas
                       fastställda kursplaner. Motionärerna anser att när det förtydligas i skollagen",2023_24_UbU6_20231211104325_Publicering.pdf_chunk129,i kommittémotion 2023/24:275,ingen,No LLM answer
